residuals	frequency
0.000151424703069	0.0982552800735
0.000546157841047	0.068870523416
0.000940890979024	0.0449954086318
0.001335624117	0.0367309458219
0.00173035725498	0.0394857667585
0.00212509039296	0.0293847566575
0.00251982353093	0.030303030303
0.00291455666891	0.0321395775941
0.00330928980689	0.0229568411387
0.00370402294487	0.0275482093664
0.00409875608285	0.0211202938476
0.00449348922082	0.0257116620753
0.0048882223588	0.0229568411387
0.00528295549678	0.0275482093664
0.00567768863476	0.030303030303
0.00607242177273	0.0257116620753
0.00646715491071	0.0275482093664
0.00686188804869	0.0431588613407
0.00725662118667	0.0449954086318
0.00765135432464	0.0477502295684
0.00804608746262	0.0477502295684
0.0084408206006	0.0468319559229
0.00883555373858	0.0330578512397
0.00923028687655	0.0266299357208
0.00962502001453	0.0174471992654
0.0100197531525	0.0146923783287
0.0104144862905	0.0183654729109
0.0108092194285	0.0119375573921
0.0112039525664	0.00918273645546
0.0115986857044	0.0119375573921
0.0119934188424	0.0119375573921
0.0123881519804	0.00183654729109
0.0127828851184	0.000918273645546
