residuals	frequency
6.71195242098e-05	0.0670339761249
0.000878368964682	0.0330578512397
0.00168961840515	0.0229568411387
0.00250086784563	0.0275482093664
0.0033121172861	0.0247933884298
0.00412336672657	0.0330578512397
0.00493461616704	0.020202020202
0.00574586560752	0.020202020202
0.00655711504799	0.0238751147842
0.00736836448846	0.0293847566575
0.00817961392893	0.0367309458219
0.00899086336941	0.0247933884298
0.00980211280988	0.0495867768595
0.0106133622504	0.0532598714417
0.0114246116908	0.0505050505051
0.0122358611313	0.0367309458219
0.0130471105718	0.0321395775941
0.0138583600122	0.0229568411387
0.0146696094527	0.0413223140496
0.0154808588932	0.0229568411387
0.0162921083337	0.0358126721763
0.0171033577741	0.030303030303
0.0179146072146	0.0220385674931
0.0187258566551	0.0348943985308
0.0195371060955	0.0321395775941
0.020348355536	0.0348943985308
0.0211596049765	0.0321395775941
0.021970854417	0.0339761248852
0.0227821038574	0.0284664830119
0.0235933532979	0.0183654729109
0.0244046027384	0.0165289256198
0.0252158521789	0.00550964187328
0.0260271016193	0.00183654729109
