residuals	frequency
7.1945380163e-06	0.0495867768595
0.000864511135871	0.0229568411387
0.00172182773372	0.020202020202
0.00257914433158	0.0275482093664
0.00343646092943	0.020202020202
0.00429377752729	0.0238751147842
0.00515109412514	0.0266299357208
0.006008410723	0.0257116620753
0.00686572732085	0.0156106519743
0.0077230439187	0.0312213039486
0.00858036051656	0.0220385674931
0.00943767711441	0.0293847566575
0.0102949937123	0.040404040404
0.0111523103101	0.0459136822773
0.012009626908	0.0532598714417
0.0128669435058	0.0541781450872
0.0137242601037	0.0321395775941
0.0145815767015	0.0367309458219
0.0154388932994	0.0312213039486
0.0162962098972	0.030303030303
0.0171535264951	0.0330578512397
0.018010843093	0.0367309458219
0.0188681596908	0.0293847566575
0.0197254762887	0.040404040404
0.0205827928865	0.0330578512397
0.0214401094844	0.0339761248852
0.0222974260822	0.0321395775941
0.0231547426801	0.0312213039486
0.0240120592779	0.0293847566575
0.0248693758758	0.0321395775941
0.0257266924736	0.0174471992654
0.0265840090715	0.00642791551882
0.0274413256694	0.00550964187328
