residuals	frequency
0.000229729569693	0.119375573921
0.00083498542037	0.0707070707071
0.00144024127105	0.0615243342516
0.00204549712173	0.0477502295684
0.0026507529724	0.0532598714417
0.00325600882308	0.0596877869605
0.00386126467376	0.0853994490358
0.00446652052444	0.0762167125803
0.00507177637511	0.0569329660239
0.00567703222579	0.0459136822773
0.00628228807647	0.048668503214
0.00688754392715	0.0358126721763
0.00749279977782	0.0330578512397
0.0080980556285	0.0367309458219
0.00870331147918	0.0358126721763
0.00930856732986	0.0385674931129
0.00991382318053	0.0275482093664
0.0105190790312	0.00918273645546
0.0111243348819	0.00459136822773
0.0117295907326	0.00734618916437
0.0123348465832	0.00459136822773
0.0129401024339	0.000918273645546
0.0135453582846	0.000918273645546
0.0141506141353	0.000918273645546
0.014755869986	0.000918273645546
0.0153611258366	0.00550964187328
0.0159663816873	0.00367309458219
0.016571637538	0.00275482093664
0.0171768933887	0.000918273645546
0.0177821492393	0.00183654729109
0.01838740509	0.00734618916437
0.0189926609407	0.00734618916437
0.0195979167914	0.00826446280992
