residuals	frequency
6.94754339282e-06	0.546782044348
0.000526050037204	0.0232558139535
0.00104515253101	0.0183883180097
0.00156425502483	0.013520822066
0.00208335751864	0.013520822066
0.00260246001245	0.0183883180097
0.00312156250626	0.0178474851271
0.00364066500007	0.0140616549486
0.00415976749388	0.0146024878313
0.00467886998769	0.0205516495403
0.0051979724815	0.0302866414278
0.00571707497531	0.0459707950243
0.00623617746912	0.0427257977285
0.00675527996293	0.0292049756625
0.00727438245674	0.0129799891833
0.00779348495055	0.0151433207139
0.00831258744437	0.0140616549486
0.00883168993818	0.00811249323959
0.00935079243199	0.00865332612223
0.0098698949258	0.00757166035695
0.0103889974196	0.00973499188751
0.0109080999134	0.00486749594375
0.0114272024072	0.00973499188751
0.011946304901	0.00432666306111
0.0124654073949	0.00648999459167
0.0129845098887	0.00594916170903
0.0135036123825	0.00486749594375
0.0140227148763	0.00540832882639
0.0145418173701	0.00432666306111
0.0150609198639	0.00324499729584
0.0155800223577	0.0027041644132
0.0160991248515	0.00162249864792
0.0166182273453	0.00162249864792
0.0171373298391	0.00432666306111
0.017656432333	0.0027041644132
0.0181755348268	0.00162249864792
0.0186946373206	0.00216333153056
0.0192137398144	0.00108166576528
0.0197328423082	0.00216333153056
0.020251944802	0.00162249864792
0.0207710472958	0.000540832882639
0.0212901497896	0.0
0.0218092522834	0.00324499729584
