residuals	frequency
0.000296819794304	0.111111111111
0.000968422271872	0.126721763085
0.00164002474944	0.152433425161
0.00231162722701	0.10101010101
0.00298322970458	0.0651974288338
0.00365483218215	0.058769513315
0.00432643465972	0.0505050505051
0.00499803713729	0.0624426078972
0.00566963961485	0.0385674931129
0.00634124209242	0.0321395775941
0.00701284456999	0.0385674931129
0.00768444704756	0.0156106519743
0.00835604952513	0.0183654729109
0.0090276520027	0.0192837465565
0.00969925448027	0.0165289256198
0.0103708569578	0.0220385674931
0.0110424594354	0.00918273645546
0.011714061913	0.00550964187328
0.0123856643905	0.00550964187328
0.0130572668681	0.00734618916437
0.0137288693457	0.00183654729109
0.0144004718232	0.00275482093664
0.0150720743008	0.00183654729109
0.0157436767784	0.00275482093664
0.016415279256	0.0
0.0170868817335	0.000918273645546
0.0177584842111	0.00367309458219
0.0184300866887	0.00183654729109
0.0191016891662	0.00459136822773
0.0197732916438	0.00459136822773
0.0204448941214	0.00275482093664
0.0211164965989	0.00734618916437
0.0217880990765	0.00826446280992
