residuals	frequency
0.000328404782706	0.192837465565
0.00113273737147	0.166207529844
0.00193706996024	0.0973370064279
0.00274140254901	0.0881542699725
0.00354573513777	0.0752984389348
0.00435006772654	0.0569329660239
0.00515440031531	0.0431588613407
0.00595873290407	0.0367309458219
0.00676306549284	0.0394857667585
0.00756739808161	0.0275482093664
0.00837173067037	0.0293847566575
0.00917606325914	0.0257116620753
0.00998039584791	0.0174471992654
0.0107847284367	0.0137741046832
0.0115890610254	0.0137741046832
0.0123933936142	0.010101010101
0.013197726203	0.00918273645546
0.0140020587917	0.00826446280992
0.0148063913805	0.00183654729109
0.0156107239693	0.00459136822773
0.016415056558	0.00459136822773
0.0172193891468	0.00183654729109
0.0180237217356	0.00367309458219
0.0188280543243	0.00183654729109
0.0196323869131	0.000918273645546
0.0204367195019	0.000918273645546
0.0212410520906	0.00275482093664
0.0220453846794	0.000918273645546
0.0228497172682	0.000918273645546
0.0236540498569	0.00275482093664
0.0244583824457	0.00550964187328
0.0252627150345	0.00367309458219
0.0260670476232	0.0119375573921
