residuals	frequency
1.80448831214e-06	0.921052631579
0.000153497989127	0.0152354570637
0.000305191489941	0.00831024930748
0.000456884990755	0.00346260387812
0.00060857849157	0.00484764542936
0.000760271992384	0.00484764542936
0.000911965493198	0.00277008310249
0.00106365899401	0.00346260387812
0.00121535249483	0.00346260387812
0.00136704599564	0.00207756232687
0.00151873949646	0.000692520775623
0.00167043299727	0.00138504155125
0.00182212649808	0.00415512465374
0.0019738199989	0.00484764542936
0.00212551349971	0.000692520775623
0.00227720700053	0.00138504155125
0.00242890050134	0.0
0.00258059400216	0.00207756232687
0.00273228750297	0.0
0.00288398100379	0.00138504155125
0.0030356745046	0.00207756232687
0.00318736800541	0.0
0.00333906150623	0.000692520775623
0.00349075500704	0.00138504155125
0.00364244850786	0.0
0.00379414200867	0.000692520775623
0.00394583550949	0.0
0.0040975290103	0.00138504155125
0.00424922251111	0.000692520775623
0.00440091601193	0.000692520775623
0.00455260951274	0.0
0.00470430301356	0.000692520775623
0.00485599651437	0.000692520775623
0.00500769001519	0.00138504155125
0.005159383516	0.00207756232687
0.00531107701682	0.0
0.00546277051763	0.0
0.00561446401844	0.00138504155125
