residuals	frequency
0.00121317895083	0.0642791551882
0.00171693372694	0.089072543618
0.00222068850305	0.0707070707071
0.00272444327916	0.0624426078972
0.00322819805527	0.0514233241506
0.00373195283137	0.0743801652893
0.00423570760748	0.100091827365
0.00473946238359	0.068870523416
0.0052432171597	0.0440771349862
0.00574697193581	0.0449954086318
0.00625072671191	0.0394857667585
0.00675448148802	0.0293847566575
0.00725823626413	0.0358126721763
0.00776199104024	0.020202020202
0.00826574581635	0.0229568411387
0.00876950059245	0.0183654729109
0.00927325536856	0.0183654729109
0.00977701014467	0.020202020202
0.0102807649208	0.0183654729109
0.0107845196969	0.0211202938476
0.011288274473	0.0211202938476
0.0117920292491	0.0174471992654
0.0122957840252	0.00918273645546
0.0127995388013	0.00367309458219
0.0133032935774	0.00367309458219
0.0138070483535	0.000918273645546
0.0143108031296	0.00459136822773
0.0148145579058	0.000918273645546
0.0153183126819	0.00183654729109
0.015822067458	0.00275482093664
0.0163258222341	0.00550964187328
0.0168295770102	0.00367309458219
0.0173333317863	0.010101010101
