residuals	frequency
0.000236359015262	0.0192837465565
0.000665292128276	0.0137741046832
0.00109422524129	0.0211202938476
0.00152315835431	0.0275482093664
0.00195209146732	0.0459136822773
0.00238102458033	0.0642791551882
0.00280995769335	0.0449954086318
0.00323889080636	0.0495867768595
0.00366782391938	0.0376492194674
0.00409675703239	0.0495867768595
0.00452569014541	0.0413223140496
0.00495462325842	0.0385674931129
0.00538355637143	0.0449954086318
0.00581248948445	0.0275482093664
0.00624142259746	0.0312213039486
0.00667035571048	0.0284664830119
0.00709928882349	0.0183654729109
0.00752822193651	0.0247933884298
0.00795715504952	0.0211202938476
0.00838608816254	0.0183654729109
0.00881502127555	0.0119375573921
0.00924395438856	0.0238751147842
0.00967288750158	0.0174471992654
0.0101018206146	0.0293847566575
0.0105307537276	0.0183654729109
0.0109596868406	0.020202020202
0.0113886199536	0.0413223140496
0.0118175530667	0.030303030303
0.0122464861797	0.0440771349862
0.0126754192927	0.0449954086318
0.0131043524057	0.0238751147842
0.0135332855187	0.0192837465565
0.0139622186317	0.00642791551882
