residuals	frequency
0.000668218487655	0.0211202938476
0.00100358605936	0.048668503214
0.00133895363107	0.0743801652893
0.00167432120278	0.0679522497704
0.00200968877449	0.0523415977961
0.00234505634619	0.0358126721763
0.0026804239179	0.0394857667585
0.00301579148961	0.048668503214
0.00335115906132	0.0413223140496
0.00368652663303	0.0321395775941
0.00402189420473	0.0321395775941
0.00435726177644	0.0293847566575
0.00469262934815	0.020202020202
0.00502799691986	0.0293847566575
0.00536336449157	0.0238751147842
0.00569873206327	0.0220385674931
0.00603409963498	0.0174471992654
0.00636946720669	0.0229568411387
0.0067048347784	0.0211202938476
0.00704020235011	0.0183654729109
0.00737556992181	0.0284664830119
0.00771093749352	0.0192837465565
0.00804630506523	0.0312213039486
0.00838167263694	0.0293847566575
0.00871704020864	0.040404040404
0.00905240778035	0.0394857667585
0.00938777535206	0.0293847566575
0.00972314292377	0.0321395775941
0.0100585104955	0.0156106519743
0.0103938780672	0.00826446280992
0.0107292456389	0.00642791551882
0.0110646132106	0.00918273645546
0.0113999807823	0.0119375573921
