residuals	frequency
0.00026679983786	0.133149678604
0.000857168921716	0.0780532598714
0.00144753800557	0.0642791551882
0.00203790708943	0.0514233241506
0.00262827617328	0.0863177226814
0.00321864525714	0.100091827365
0.00380901434099	0.0670339761249
0.00439938342485	0.068870523416
0.0049897525087	0.0440771349862
0.00558012159256	0.0339761248852
0.00617049067641	0.0385674931129
0.00676085976027	0.0394857667585
0.00735122884413	0.0275482093664
0.00794159792798	0.0293847566575
0.00853196701184	0.0431588613407
0.00912233609569	0.0229568411387
0.00971270517955	0.0119375573921
0.0103030742634	0.00826446280992
0.0108934433473	0.00642791551882
0.0114838124311	0.00367309458219
0.012074181515	0.0
0.0126645505988	0.00183654729109
0.0132549196827	0.00275482093664
0.0138452887665	0.0
0.0144356578504	0.00275482093664
0.0150260269342	0.00367309458219
0.0156163960181	0.00367309458219
0.016206765102	0.000918273645546
0.0167971341858	0.0
0.0173875032697	0.00367309458219
0.0179778723535	0.00642791551882
0.0185682414374	0.00550964187328
0.0191586105212	0.010101010101
